...1,web_name,gameweek,event_points,next_gw_points,total_points,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,correct_as_of_time
294,Darlow,1,0,0,0,0,25,59735,0,0,0,0,0,1,0,0.2,Karl,0,294,FALSE,Lack of match fitness - Unknown return date,2021-08-13T10:00:09Z,4.5,59735.jpg,0,Darlow,0.6,FALSE,NA,i,14,4,172,172,7353,7353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,42,311,26,249,25,330,42,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
295,Dubravka,1,0,0,0,0,0,67089,0,0,0,0,0,1,0,0,Martin,0,295,FALSE,Foot injury - Unknown return date,2021-07-15T09:00:08Z,4.5,67089.jpg,0,Dubravka,0.2,FALSE,NA,i,14,4,192,192,1892,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,44,315,28,254,27,333,44,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
296,Wilson,1,6,0,6,NA,NA,75115,0,0,0,0,0,4,1.9,1.4,Callum,6,296,FALSE,NA,NA,7.5,75115.jpg,6,Wilson,7.3,FALSE,NA,a,14,4,47743,47743,31509,31509,0.8,0.8,84,1,0,0,4,0,0,0,0,0,0,0,26,33,1.1,70,10.4,40,12,194,25,6,4,20,7,NA,NA,NA,NA,1,NA,2021-08-20T17:10:45Z
297,Hendrick,1,0,1,0,NA,NA,83314,0,0,0,0,0,3,0.9,0.4,Jeff,0,297,FALSE,NA,NA,5,83314.jpg,0,Hendrick,0.1,FALSE,NA,a,14,4,177,177,727,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,166,432,171,397,157,440,170,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
298,Fraser,1,1,0,1,NA,NA,90105,0,0,0,0,0,3,1.4,0.9,Ryan,1,298,FALSE,NA,NA,5.5,90105.jpg,1,Fraser,0.1,FALSE,NA,a,14,4,350,350,1481,1481,0.2,0.2,20,0,0,0,0,0,0,0,0,0,0,0,2,0,1.3,5,0.5,489,197,187,111,124,71,254,121,2,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
299,Lascelles,1,0,0,0,NA,NA,101148,0,0,0,0,0,2,1.2,0.7,Jamaal,0,299,FALSE,NA,NA,4.5,101148.jpg,0,Lascelles,0.4,FALSE,NA,a,14,4,711,711,2918,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,123,321,122,262,98,338,124,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
300,Gayle,1,0,0,0,NA,NA,104547,0,0,0,0,0,4,1.1,0.6,Dwight,0,300,FALSE,NA,NA,5.5,104547.jpg,0,Gayle,0.2,FALSE,NA,a,14,4,1816,1816,3223,3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,53,500,57,487,51,502,57,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
301,Dummett,1,0,0,0,0,0,106618,0,0,0,0,0,2,0,0,Paul,0,301,FALSE,Calf injury - Unknown return date,2021-08-06T06:30:03Z,4.5,106618.jpg,0,Dummett,0,FALSE,NA,i,14,4,108,108,341,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,125,324,124,265,100,341,126,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
302,Manquillo,1,0,7,0,NA,NA,109528,0,0,0,0,0,2,0.5,0,Javier,0,302,FALSE,NA,NA,4,109528.jpg,0,Manquillo,9.3,FALSE,NA,a,14,4,14543,14543,44583,44583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,96,267,93,200,62,289,97,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
303,Krafth,1,0,0,0,NA,NA,111773,0,0,0,0,0,2,1.2,0.7,Emil,0,303,FALSE,NA,NA,4.5,111773.jpg,0,Krafth,0.1,FALSE,NA,a,14,4,186,186,574,574,0,0,84,0,0,0,4,0,0,0,0,0,0,0,10,9.4,1.3,4,1.5,170,71,183,52,128,32,203,70,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
304,Murphy,1,7,1,7,NA,NA,114243,0,0,0,0,0,3,0.9,0.4,Jacob,7,304,FALSE,NA,NA,5,114243.jpg,7,Murphy,0.3,FALSE,NA,a,14,4,10116,10116,2690,2690,1.4,1.4,90,1,0,0,4,0,0,0,0,0,0,0,23,43.4,20.3,30,9.4,18,8,56,39,38,22,26,14,NA,NA,3,NA,NA,NA,2021-08-20T17:10:45Z
305,Schär,1,0,0,0,NA,NA,119471,0,0,0,0,0,2,1.2,0.7,Fabian,0,305,FALSE,NA,NA,4.5,119471.jpg,0,Schär,0.3,FALSE,NA,a,14,4,541,541,2051,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,133,331,131,273,108,348,133,NA,NA,2,NA,NA,NA,2021-08-20T17:10:45Z
306,Hayden,1,2,2,2,NA,NA,153127,0,0,0,0,0,3,0.5,0,Isaac,2,306,FALSE,NA,NA,4.5,153127.jpg,2,Hayden,0.2,FALSE,NA,a,14,4,2653,2653,1392,1392,0.4,0.4,90,0,0,0,4,0,0,0,0,0,0,0,14,8.8,3.3,8,2,172,69,149,89,100,58,177,87,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
307,Saint-Maximin,1,6,5,6,NA,NA,170137,0,0,0,0,0,4,1.6,1.1,Allan,6,307,FALSE,NA,NA,6.5,170137.jpg,6,Saint-Maximin,5.7,FALSE,NA,a,14,4,82012,82012,32766,32766,0.9,0.9,90,0,1,0,4,0,0,0,0,0,0,1,34,39.6,48.3,10,9.8,22,4,6,1,96,21,22,8,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
308,Almirón,1,2,2,2,NA,NA,179018,0,0,0,0,0,3,1.4,0.9,Miguel,2,308,FALSE,NA,NA,5.5,179018.jpg,2,Almirón,0.5,FALSE,NA,a,14,4,2697,2697,4817,4817,0.4,0.4,90,0,0,0,4,0,0,0,0,0,0,0,12,10,13.8,18,4.2,167,67,86,56,70,41,100,57,5,NA,6,NA,NA,NA,2021-08-20T17:10:45Z
309,S.Longstaff,1,1,2,1,NA,NA,180135,0,0,0,0,0,3,0.5,0,Sean,1,309,FALSE,NA,NA,4.5,180135.jpg,1,Longstaff,0.3,FALSE,NA,a,14,4,1920,1920,2524,2524,0.2,0.2,6,0,0,0,0,0,0,0,0,0,0,0,3,4.4,0.4,0,0.5,207,90,225,123,294,116,251,119,4,NA,4,NA,NA,NA,2021-08-20T17:10:45Z
310,Joelinton,1,1,2,1,NA,NA,180974,0,0,0,0,0,4,1.3,0.8,Joelinton Cássio,1,310,FALSE,NA,NA,6,180974.jpg,1,Apolinário de Lira,0.6,FALSE,NA,a,14,4,2897,2897,8415,8415,0.2,0.2,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0.8,0,0.1,530,63,212,28,525,62,274,34,NA,NA,NA,NA,2,NA,2021-08-20T17:10:45Z
311,Lewis,1,0,1,0,NA,NA,194799,0,0,0,0,0,2,1.2,0.7,Jamal,0,311,FALSE,NA,NA,4.5,194799.jpg,0,Lewis,0.2,FALSE,NA,a,14,4,347,347,1539,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,142,355,141,303,121,368,142,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
312,M.Longstaff,1,0,0,0,NA,NA,223175,0,0,0,0,0,3,0.5,0,Matthew,0,312,FALSE,NA,NA,4.5,223175.jpg,0,Longstaff,0.1,FALSE,NA,a,14,4,745,745,1135,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,146,382,152,333,130,394,151,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
313,McGovern,1,0,0,0,NA,NA,18499,0,0,0,0,0,1,-0.5,0,Michael,0,313,FALSE,NA,NA,4,18499.jpg,0,McGovern,0.7,FALSE,NA,a,15,45,1489,1489,1456,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,22,256,3,189,2,278,22,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
314,Krul,1,2,3,2,NA,NA,20480,0,0,0,0,0,1,0.3,0.8,Tim,2,314,FALSE,NA,NA,4.5,20480.jpg,2,Krul,1.6,FALSE,NA,a,15,45,5517,5517,6071,6071,0.4,0.4,90,0,0,0,3,0,0,0,0,0,3,0,15,30.8,0,0,3.1,44,3,296,20,231,19,132,3,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
315,Pukki,1,2,2,2,NA,NA,57127,0,0,0,0,0,4,0.3,0.8,Teemu,2,315,FALSE,NA,NA,6,57127.jpg,2,Pukki,6.4,FALSE,NA,a,15,45,33377,33377,63217,63217,0.3,0.3,76,0,0,0,3,0,0,0,0,0,0,0,0,3.6,2.5,17,2.3,221,20,159,19,76,18,167,21,NA,NA,NA,NA,1,NA,2021-08-20T17:10:45Z
316,Stiepermann,1,0,0,0,0,0,71738,0,0,0,0,0,3,0,0,Marco,0,316,FALSE,Left the club by mutual consent on 30/6. - Unknown return date,2021-07-01T13:30:07Z,5,71738.jpg,0,Stiepermann,0,FALSE,NA,u,15,45,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,164,428,169,392,155,437,168,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
317,Rupp,1,2,2,2,NA,NA,76306,0,0,0,0,0,3,-0.5,0,Lukas,2,317,FALSE,NA,NA,4.5,76306.jpg,2,Rupp,0.1,FALSE,NA,a,15,45,1847,1847,1194,1194,0.4,0.4,90,0,0,0,3,0,0,0,0,0,0,0,13,5.2,2.2,21,2.8,204,88,162,96,57,34,143,76,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
318,McLean,1,0,2,0,NA,NA,78607,0,0,0,0,0,3,-0.1,0.4,Kenny,0,318,FALSE,NA,NA,5,78607.jpg,0,McLean,0,FALSE,NA,a,15,45,58,58,609,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,165,429,170,393,156,438,169,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
319,Hanley,1,1,1,1,NA,NA,83428,0,0,0,0,0,2,0.2,0.7,Grant,1,319,FALSE,NA,NA,4.5,83428.jpg,1,Hanley,0.2,FALSE,NA,a,15,45,401,401,1250,1250,0.2,0.2,90,0,0,0,3,0,0,0,0,0,0,0,20,25.6,10.1,34,7,62,15,120,35,32,7,47,12,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
320,Hernández,1,0,0,0,NA,NA,89470,0,0,0,0,0,3,-0.1,0.4,Onel,0,320,FALSE,NA,NA,5,89470.jpg,0,Hernández,0.1,FALSE,NA,a,15,45,202,202,871,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,169,436,174,402,160,444,173,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
321,Byram,1,0,0,0,0,0,113564,0,0,0,0,0,2,0,0,Sam,0,321,FALSE,Hamstring injury - Unknown return date,2021-08-09T19:30:13Z,4.5,113564.jpg,0,Byram,0,FALSE,NA,i,15,45,140,140,499,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,130,328,128,270,105,345,130,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
322,Hugill,1,0,0,0,NA,NA,167522,0,0,0,0,0,4,0.1,0.6,Jordan,0,322,FALSE,NA,NA,5.5,167522.jpg,0,Hugill,0,FALSE,NA,a,15,45,304,304,701,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,54,508,58,497,52,511,58,NA,NA,NA,NA,2,NA,2021-08-20T17:10:45Z
323,Dowell,1,1,3,1,NA,NA,171270,0,0,0,0,0,3,0.4,0.9,Kieran,1,323,FALSE,NA,NA,5.5,171270.jpg,1,Dowell,0.1,FALSE,NA,a,15,45,162,162,884,884,0.2,0.2,4,0,0,0,0,0,0,0,0,0,0,0,5,4.2,20.8,4,2.9,210,93,55,38,139,79,141,75,3,NA,1,NA,NA,NA,2021-08-20T17:10:45Z
324,Zimmermann,1,0,0,0,25,NA,192303,0,0,0,0,0,2,0,0.7,Christoph,0,324,FALSE,Illness - 25% chance of playing,2021-08-20T15:30:14Z,4.5,192303.jpg,0,Zimmermann,0.1,FALSE,NA,d,15,45,129,129,1028,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,141,354,140,300,118,367,141,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
325,Cantwell,1,1,1,1,100,75,193111,0,0,0,0,0,3,0.4,0.7,Todd,1,325,FALSE,NA,2021-08-08T16:00:04Z,5.5,193111.jpg,1,Cantwell,0.7,FALSE,NA,a,15,45,5260,5260,6982,6982,0.2,0.2,85,0,0,0,3,0,0,0,1,0,0,0,14,12.4,31.4,1,4.5,145,56,24,16,186,102,91,53,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
326,Aarons,1,1,1,1,NA,NA,232980,0,0,0,0,0,2,0.2,0.7,Max,1,326,FALSE,NA,NA,4.5,232980.jpg,1,Aarons,2.3,FALSE,NA,a,15,45,8715,8715,13827,13827,0.2,0.2,90,0,0,0,3,0,0,0,0,0,0,0,15,29.4,12.4,1,4.3,49,12,95,24,180,55,96,26,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
327,Sørensen,1,0,0,0,NA,NA,235546,0,0,0,0,0,2,0.2,0.7,Jacob,0,327,FALSE,NA,NA,4.5,235546.jpg,0,Sørensen,0.1,FALSE,NA,a,15,45,74,74,644,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,158,391,158,346,140,403,158,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
328,Placheta,1,0,0,0,0,0,428626,0,0,0,0,0,3,0,0,Przemyslaw,0,328,FALSE,Illness - Unknown return date,2021-08-13T13:30:15Z,5,428626.jpg,0,Placheta,0,FALSE,NA,i,15,45,22,22,483,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,182,468,187,446,177,474,186,4,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
329,Idah,1,1,1,1,NA,NA,432735,0,0,0,0,0,4,-0.2,0.3,Adam,1,329,FALSE,NA,NA,5,432735.jpg,1,Idah,0.5,FALSE,NA,a,15,45,4723,4723,5266,5266,0.2,0.2,13,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0.5,33,3.7,225,22,224,29,33,9,119,18,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
330,Martin,1,0,0,0,0,0,439485,0,0,0,0,0,3,0,0,Josh,0,330,FALSE,Season long loan to Milton Keynes Dons,2021-07-02T08:46:00Z,5,439485.jpg,0,Martin,0,FALSE,NA,u,15,45,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,184,471,189,449,179,476,188,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
331,Omobamidele,1,0,2,0,100,75,466404,0,0,0,0,0,2,-0.5,0,Andrew,0,331,FALSE,NA,2021-08-13T13:30:15Z,4,466404.jpg,0,Omobamidele,1.4,FALSE,NA,a,15,45,969,969,9838,9838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,109,286,106,221,77,308,110,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
332,Walcott,1,2,0,2,NA,NA,20467,0,0,0,0,0,3,1.6,2.1,Theo,2,332,FALSE,NA,NA,6,20467.jpg,2,Walcott,0.2,FALSE,NA,a,16,20,664,664,2455,2455,0.3,0.3,79,0,0,0,2,0,0,0,0,0,0,0,8,1.6,1.8,6,0.9,248,112,172,104,119,68,232,107,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
333,Forster,1,0,0,0,NA,NA,40383,0,0,0,0,0,1,1.3,1.8,Fraser,0,333,FALSE,NA,NA,4.5,40383.jpg,0,Forster,1.2,FALSE,NA,a,16,20,1957,1957,5576,5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,41,301,23,236,22,322,41,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
334,McCarthy,1,2,7,2,NA,NA,58376,0,0,0,0,0,1,1.3,1.8,Alex,2,334,FALSE,NA,NA,4.5,58376.jpg,2,McCarthy,1.5,FALSE,NA,a,16,20,3661,3661,4973,4973,0.4,0.4,90,0,0,0,3,0,0,0,0,0,3,0,16,22,0,0,2.2,78,11,309,25,247,24,169,12,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
335,Romeu,1,2,0,2,NA,NA,78056,0,0,0,0,0,3,0.5,1,Oriol,2,335,FALSE,NA,NA,4.5,78056.jpg,2,Romeu Vidal,0.6,FALSE,NA,a,16,20,3420,3420,3231,3231,0.4,0.4,79,0,0,0,2,0,0,0,0,0,0,0,12,7.4,6.3,8,2.2,183,75,130,76,99,57,170,82,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
336,Redmond,1,1,3,1,NA,NA,83283,0,0,0,0,0,3,1.6,2.1,Nathan,1,336,FALSE,NA,NA,6,83283.jpg,1,Redmond,0.1,FALSE,NA,a,16,20,221,221,1402,1402,0.2,0.2,7,0,0,0,0,0,0,0,0,0,0,0,4,2.6,1.4,2,0.6,234,105,180,110,173,93,249,117,NA,NA,3,NA,NA,NA,2021-08-20T17:10:45Z
337,Ings,1,7,2,7,NA,NA,84939,0,0,0,0,0,4,3.1,3.1,Danny,7,337,FALSE,NA,NA,8,84939.jpg,7,Ings,38.2,FALSE,NA,a,2,7,164739,164739,122507,122507,0.9,0.9,90,1,0,0,3,0,0,0,0,0,0,1,29,34.2,0.9,25,6,34,8,203,27,49,13,58,12,NA,NA,NA,NA,2,NA,2021-08-20T17:10:45Z
338,Stephens,1,1,5,1,NA,NA,88900,0,0,0,0,0,2,1.2,1.7,Jack,1,338,FALSE,NA,NA,4.5,88900.jpg,1,Stephens,0.1,FALSE,NA,a,16,20,266,266,669,669,0.2,0.2,90,0,0,0,3,0,0,0,0,0,0,0,6,10,0.5,2,1.3,165,67,221,71,150,40,210,74,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
339,S.Armstrong,1,0,0,0,NA,NA,91047,0,0,0,0,0,3,1.6,2.1,Stuart,0,339,FALSE,NA,NA,6,91047.jpg,0,Armstrong,0.4,FALSE,NA,a,16,20,1039,1039,6081,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,220,529,221,521,217,532,221,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
340,Vestergaard,1,1,6,1,NA,NA,93100,0,0,0,0,0,2,2.2,2.7,Jannik,1,340,FALSE,NA,NA,5,93100.jpg,1,Vestergaard,1.5,FALSE,NA,a,9,13,6797,6797,10063,10063,0.2,0.2,28,0,0,0,0,0,0,0,0,0,0,0,3,3.6,0.1,0,0.4,219,84,253,88,404,158,256,86,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
341,Ward-Prowse,1,2,3,2,100,100,101178,0,0,0,0,0,3,1.8,2.3,James,2,341,FALSE,NA,2021-08-06T06:30:03Z,6.5,101178.jpg,2,Ward-Prowse,4,FALSE,NA,a,16,20,9184,9184,37554,37554,0.3,0.3,90,0,0,0,3,0,0,0,0,0,0,0,20,21.6,30.5,0,5.2,81,31,27,19,537,225,71,43,1,NA,1,NA,1,NA,2021-08-20T17:10:45Z
342,Walker-Peters,1,0,0,0,NA,NA,158534,0,0,0,0,0,2,1.7,2.2,Kyle,0,342,FALSE,NA,NA,5,158534.jpg,0,Walker-Peters,0.7,FALSE,NA,a,16,20,838,838,7400,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,172,452,171,422,162,458,171,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
343,Bednarek,1,0,0,0,NA,NA,171771,0,0,0,0,0,2,1.2,1.7,Jan,0,343,FALSE,NA,NA,4.5,171771.jpg,0,Bednarek,1.1,FALSE,NA,a,16,20,1042,1042,9943,9943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,137,347,136,290,114,360,137,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
344,Nlundulu,1,0,0,0,0,0,200088,0,0,0,0,0,4,0,0,Daniel,0,344,FALSE,Joined Lincoln City on a season-long loan - Expected back 01 Jul,2021-07-14T19:01:37Z,4.5,200088.jpg,0,N'Lundulu,0,FALSE,NA,u,16,20,0,0,406,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,32,360,38,309,30,373,38,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
345,Adams,1,5,0,5,NA,NA,200439,0,0,0,0,0,4,1.7,2.2,Che,5,345,FALSE,NA,NA,7,200439.jpg,5,Adams,1.8,FALSE,NA,a,16,20,10307,10307,14445,14445,0.7,0.7,90,0,1,0,3,0,0,0,0,0,0,0,16,26.4,18.3,10,5.5,59,13,63,7,98,22,69,14,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
346,Tella,1,1,0,1,NA,NA,203389,0,0,0,0,0,3,0.9,1.4,Nathan,1,346,FALSE,NA,NA,5,203389.jpg,1,Tella,0.1,FALSE,NA,a,16,20,154,154,1014,1014,0.2,0.2,10,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.3,2,0.3,261,122,239,129,162,85,262,124,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
347,Smallbone,1,0,0,0,0,0,214466,0,0,0,0,0,3,0,0,William,0,347,FALSE,Knee injury - Unknown return date,2021-06-22T11:30:10Z,4.5,214466.jpg,0,Smallbone,0,FALSE,NA,i,16,20,117,117,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,138,367,145,317,123,380,144,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
348,Obafemi,1,0,0,0,NA,NA,220598,0,0,0,0,0,4,0.5,1,Michael,0,348,FALSE,NA,NA,4.5,220598.jpg,0,Obafemi,13.2,FALSE,NA,a,16,20,92856,92856,53243,53243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,34,376,40,327,32,389,40,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
349,Diallo,1,1,1,1,NA,NA,240143,0,0,0,0,0,3,0.5,1,Ibrahima,1,349,FALSE,NA,NA,4.5,240143.jpg,1,Diallo,0.1,FALSE,NA,a,16,20,764,764,872,872,0.2,0.2,10,0,0,0,1,0,0,0,0,0,0,0,3,0.6,0.9,18,2,259,120,199,115,68,40,180,89,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
350,Djenepo,1,2,3,2,NA,NA,431131,0,0,0,0,0,3,1.4,1.9,Moussa,2,350,FALSE,NA,NA,5.5,431131.jpg,2,Djenepo,0.1,FALSE,NA,a,16,20,294,294,715,715,0.4,0.4,90,0,0,0,3,0,0,0,0,0,0,0,5,17.2,7.2,14,3.8,108,43,126,74,81,47,112,62,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
351,Salisu,1,1,7,1,NA,NA,450527,0,0,0,0,0,2,1.2,1.7,Mohammed,1,351,FALSE,NA,NA,4.5,450527.jpg,1,Salisu,0.1,FALSE,NA,a,16,20,272,272,652,652,0.2,0.2,90,0,0,0,3,0,0,0,0,0,0,0,14,23.4,1.4,19,4.4,73,23,177,49,66,13,92,23,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
352,Hart,1,0,0,0,0,0,15749,0,0,0,0,0,1,0,0,Joe,0,352,FALSE,Transferred to Celtic,2021-08-04T08:23:39Z,4.5,15749.jpg,0,Hart,0,FALSE,NA,u,17,6,0,0,591,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,36,292,17,227,16,314,36,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
353,Lloris,1,10,1,10,NA,NA,37915,0,0,0,0,1,1,3.8,2.8,Hugo,10,353,TRUE,NA,NA,5.5,37915.jpg,10,Lloris,4.8,FALSE,NA,a,17,6,43038,43038,14298,14298,1.8,1.8,90,0,0,1,0,0,0,0,0,0,4,3,28,31.8,0,0,3.2,43,2,483,53,462,53,131,2,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
354,Sissoko,1,0,2,0,NA,NA,45268,0,0,0,0,0,3,1.5,0.5,Moussa,0,354,FALSE,NA,NA,4.5,45268.jpg,0,Sissoko,1.5,FALSE,NA,a,17,6,10668,10668,13761,13761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,126,305,133,241,106,325,132,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
355,Alderweireld,1,0,0,0,0,0,55605,0,0,0,0,0,2,0,0,Toby,0,355,FALSE,Transferred to Al-Duhail SC,2021-07-27T14:30:07Z,5,55605.jpg,0,Alderweireld,0,FALSE,NA,u,17,6,0,0,1081,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,168,426,167,389,152,435,167,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
356,Lamela,1,0,0,0,0,0,62974,0,0,0,0,0,3,0,0,Erik,0,356,FALSE,Transferred to Sevilla,2021-07-27T08:24:25Z,6,62974.jpg,0,Lamela,0,FALSE,NA,u,17,6,0,0,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,217,527,219,519,215,530,219,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
357,Kane,1,0,2,0,75,75,78830,-0.1,1,-0.1,1,0,4,3.4,2.6,Harry,0,357,FALSE,Lack of match fitness - 75% chance of playing,2021-08-13T14:30:15Z,12.4,78830.jpg,0,Kane,9.1,FALSE,NA,d,17,6,9168,9168,349369,349369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,75,558,75,558,75,558,75,NA,NA,1,NA,1,NA,2021-08-20T17:10:45Z
358,Aurier,1,0,0,0,NA,NA,80226,0,0,0,0,0,2,2.7,1.7,Serge,0,358,FALSE,NA,NA,5,80226.jpg,0,Aurier,0.6,FALSE,NA,a,17,6,3460,3460,7311,7311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,169,431,168,395,154,439,168,NA,NA,NA,NA,NA,NA,2021-08-20T17:10:45Z
359,Son,1,10,0,10,NA,NA,85971,0,0,0,0,0,3,3.8,2.8,Heung-Min,10,359,FALSE,NA,NA,10,85971.jpg,10,Son,23.5,FALSE,NA,a,17,6,174133,174133,73060,73060,1,1,90,1,0,1,0,0,0,0,0,0,0,2,27,32.8,19.7,41,9.4,41,19,58,41,24,13,27,15,1,NA,4,NA,2,NA,2021-08-20T17:10:45Z
